Country Name,Country Code,Indicator Name,Indicator Code,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Indonesia,IDN,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,66.365,65.946,66.316,65.625,66.798,66.87,66.338,66.93,67.222,67.756,67.129,65.977,65.671,65.675,64.399,64.208,66.227,66.373,66.047,66.583,66.913,67.416,66.757,66.624,66.579,66.314,66.694,67.652,68.238,67.401,65.868,67.018,67.899,,
