"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Senegal","SEN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","68992345.2956398","106286163.188998","123725120.495272","96221389.9127313","101726459.251471","123815405.040067","136438281.205804","167525539.134644","200212404.394699","255826129.412663","316436275.693157","296504022.364566","292284149.181613","343636100.684467","460626503.610512","541045935.940181","521560545.293224","675836016.942745","606080237.783249","574037312.432258","583100060.665361","597427792.394784","805658178.02228","890629323.35345","868017114.09395","1078878610.11245","1065989248.06907","1191844612.14195","1080120177.53236","862928018.894134","967901446.612996","1075167990.89391","957457167.034627","1219474914.87758","1205699300.8807","1156054393.34568","1233507547.24455","1431555384.6287","1526654385.77063","1763210092.91437","2013994504.62581","2481603516.29","2946968314.50558","3806087540.47177","3211765304.01957","2985118567.72502","3743856412.85668","3656229815.52332","4194063849.49991","4648325929.66265","4091277300.80875","4555989568.20549","5422501331.46648","6547068484.50189","6940772420.67474","7470320616.98581","9348453086.02631","9815816876.56991","10721056398.7077",
"Singapore","SGP","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","66934098.1700106","97118142.4399422","117436838.907364","145726213.73178","178719595.455407","204166966.11155","214064980.628638","241080353.584519","325621810.911989","433062635.158532","616910904.80266","819090552.724422","1013734552.7256","1282240000","1958411329.04696","1965653083.83602","2212668156.70729","2194309535.37316","2603222103.79602","3308575197.88918","4701600294.307","5973426116.19653","7369763809.34349","8199345794.39252","9128253667.77094","7813932773.89715","6529248670.51498","6770046844.86084","7686419753.08642","9651659709.79924","11465774496.2313","15069638205.4993","18349420215.388","20995660948.7242","24579624523.0594","29141617426.5808","36472343711.9913","38480784695.1049","32590962486.8995","29832438227.0465","31058033148.0432","27734644250.2552","24755331768.1119","24183395200.1598","27931793817.1655","29636078411.5809","34313152285.2128","44105773862.6848","54172035274.1365","55988009748.9541","61318232089.5807","70579181030.6446","77993015789.6927","84731798929.1137","88565486760.5856","83844198352.5176","82919786963.3005","86635841917.5553","84446213863.4473","86091860327.0296","73153241693.0122","96569290419.0079","103270695534.165","111270384214.089",
"Solomon Islands","SLB","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","8435493.18110883","9193648.10852182","9267802.41869048","8706569.45491651","8636154.86980997","8103908.31238135","12632787.8265863","22463025.8594354","20648090.7478786","25291704.931272","20958698.3145648","27995211.3454278","27662989.6519928","35448389.1844141","35851463.1346696","29654423.2067882","33086975.5644273","34705949.1377589","33017356.5390667","33690619.2501171","32030302.6313385","32398727.9236299","20744514.7057865","37737438.4887497","46422496.2136314","69682450.1555338","71884226.1827321","91087297.4385781","103860172.998756","103041051.80333","161163102.34198","159790421.971039","189688850.19217","200585171.323182","185957402.670655","208915347.147563","219296231.46409","266526696.410346","279698032.255245","330853785.554822","288942002.551193","286185619.287822","382268274.688251","",
"Sierra Leone","SLE","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","163459706.610783","203778793.891813","165583498.163323","124805736.926692","132193868.403753","83274440.5182568","45345513.2985334","66680374.8200805","56498739.0047364","79330580.3086286","84492257.0664375","85087162.7071058","56909530.0433114","59572805.8623796","79000959.6555207","48525200.8745955","103927036.354207","-20612695.5905989","35726117.2485863","1960431.10639371","6974248.67061003","111228022.310919","135719106.115651","148993480.083762","142917660.513295","178845219.456891","186677578.548159","194546001.488684","216927971.182436","231414056.385037","791863023.609087","1222275463.64104","939885631.755523","710954924.62895","657475822.020363","656730358.550039","695296600.603503","672438584.308177","983260078.127679","1134906224.83067","1037662283.75857","1166780153.12146","1329494107.55536","1270445426.22287",
"El Salvador","SLV","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","128880000","139280000","143640000","112880000","124480000","135720000","157600000","207960000","225560000","303520000","433680000","467360000","623880000","727920000","608520000","485280000","466480000","428301100","407517800","419604000","456968900","494884200","540229900","529058200","582507700","658358572","797699900","1004710400","1201212900","1439494700","1700740800","1562832900","1702987800","1872216000","1876179100","2083926500","2111789200","2222331900","2343353200","2290103200","2394720000","2702110000","3151080000","3357690000","2666400000","2721640000","3303730000","3549290000","3855950000","3489510000","3677970000","3747320000","4003860000","4467630000","4774010000","4350120000","6112140000","6940030000","7492520000",
"San Marino","SMR","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245567757.407112","279341274.035029","311157967.33631","336716384.491609","379447299.436118","292904552.791411","325009347.677994","325928120.740419","",
"Somalia","SOM","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","29285714.2857143","30581219.9325586","46560757.0065006","57470334.1558545","109610822.557585","108657664.813344","129944420.651311","81086961.1594203","127348137.016575","143241406.824147","260032598.172405","161699404.9461","194183509.778357","193351213.532072","179425231.29854","236632223.434992","225133041.500116","287799281.850406","201427012.983213","325533022.922524","136639468.236932","","","","","","","","","","","","","","","","","","","","","","686825939.998787","727513811.887475","768201678.732484","808889549.999489","849577420.00023","1053680770.00138","1268431371.34738","1391687879.99801","1380716790.00039","1705352802.56205","2412559269.98958","2454580860.00147",
"Serbia","SRB","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1906242937.85311","2419106145.2514","3049557701.74044","2362732783.02827","2186982806.67153","850588687.883811","1608756717.2383","2629409471.98917","3917256804.67619","5205695649.64184","5455553423.72942","7053748708.03535","10593630834.7661","12726106579.8092","8732918914.59975","7638542421.15867","8879203746.17841","8997583357.67784","8261365517.87306","7795134880.36261","6938741956.55465","7175493595.53586","8172643824.61394","10530953932.4028","11999362505.6364","11984781369.7143","15250706110.3159","15975385328.0837","19012176376.5793",
"Sub-Saharan Africa (excluding high income)","SSA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","58049253341.2492","66175597511.9943","71969562753.4514","75893478103.1339","87144752574.3922","88065912064.5911","80978748693.888","78061627882.2035","79704923032.9606","88589749955.5441","93702247412.8087","93930562312.3806","94739888767.9091","87132856524.9875","91478553959.0501","86597139718.0059","87946297095.7831","117219062335.94","147795298954.783","175414306864.227","204561450723.548","256785159416.161","304132341065.833","310217369277.789","333244266522.225","375070099689.627","384500985884.136","412748760892.643","436183612002.804","387621849333.975","358209639146.908","382903133600.353","401589436566.559","409765584348.458","376311300866.963","427787337380.103","468323772744.501","483082587296.988",
"South Sudan","SSD","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2008525271.36231","1669828253.52844","1502502885.15771","1414521311.47541","844062508.474576","2094679322.0339","1116210338.98305","689964291.65973","","","","","","","","",
"Sub-Saharan Africa","SSF","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","58084526489.4286","66201933415.9462","72030235531.0178","75965040999.3067","87224767699.1486","88135646592.6263","81078808151.2232","78228926050.1365","79876660319.5734","88800360623.3914","93999094654.9683","94143685899.3713","95047044095.378","87543920183.5616","91687903486.7558","86997991392.8353","88233591838.7523","117289916404.639","147969360908.238","175700847188.936","204984205494.826","257161912594.311","304416596720.193","310448087642.833","333660596458.207","375476702278.01","384966517771.261","413355567763.01","436619042400.551","388048074316.661","358660098662.47","383369389727.368","402021333912.145","410224538620.651","376608782937.144","427992737681.046","468616604237.872","483414042106.055",
"Small states","SST","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8541637658.69619","9752811382.88989","10343312788.2104","11427353791.8801","11193117167.3652","11593921473.282","14002235274.0207","15067317448.6116","15804454813.5787","16417808574.8207","16217786547.8019","16964621462.9851","16847367647.6851","19593422427.5164","22925417698.6846","26850192228.6241","32393058814.4787","40258228907.5076","48569047764.1695","52253769770.5766","39004365501.6304","40318220308.3935","44710588388.5657","46097670863.7263","48061354801.6109","47462538563.8866","44963537451.0074","49198831503.1955","56606713298.9257","63432266647.0653","62523035241.334","58568558054.4692","63609680287.2231","69111965976.5527","74433229956.9935",
"Sao Tome and Principe","STP","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","998651456.062981","1242258652.09472","1606193078.32423","1824408014.57195","1639823749.90757","","","","","","","","","","","","","",
"Slovak Republic","SVK","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4061792788.21737","4110919767.58561","5205357743.5632","5318892012.18084","5756462213.78574","6940681045.75163","9453590621.03929","9943187946.07454","11238181004.5866","9589688085.31353","7861274641.45257","9140966023.50749","10029324167.9318","11798865965.5753","14144593607.9209","16949136281.4506","18661274734.7647","22711775860.4565","25842879662.2812","19387365476.2512","19907782085.2834","23870895360.1071","19939907339.6133","21007605366.0291","21538894206.5258","21688451760.3797","19569305409.9339","20417931012.8059","22756002583.0878","22948223282.3451","21310549031.0382","23618038353.5306","22706277015.8367","29699094019.528",
"Slovenia","SVN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3782351694.91525","3028373913.04348","2703204599.0566","2765803174.60317","3352863255.81395","4937907399.91913","5133213526.91218","5227201380.55222","5787580784.7663","6287861568.88596","5562464485.57899","5501146100.69102","5772111720.69825","7417901191.71584","8953188839.06328","9628348464.12138","10954231589.512","13771903665.5616","16423118874.7789","12202307019.5055","10142464295.6","10283275440.3113","8849150284.85508","9493824695.14865","9623908111.21526","8079627091.82304","7874876236.58056","8905320771.68354","10485625416.2329","10651736150.7372","10155859546.6459","12472705031.213","13137118736.2646","14753038919.0552",
"Sweden","SWE","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","4528644564.56923","5052727469.4836","5603289097.70266","6187074390.7673","6993182568.07315","7730345740.2329","8444027554.27675","9177193788.47642","9370789828.86955","9883881299.3714","10731977112.8122","11418416668.2924","13602738535.1923","16275849380.6242","17756901833.5811","21719547950.4841","23710325994.628","24983593582.6491","25442219984.5081","30662978003.7788","35990935549.4609","30902886005.4509","27061930729.3159","25228926321.5557","26667381827.4136","29235104196.934","36849828738.2784","46663424862.7847","55092047101.4493","63464112364.082","75312913090.4913","70768520876.3952","64587724853.1886","40841919983.5547","44027345775.013","52193655110.5379","58462570832.0907","52866442258.5758","55699568548.0321","58028175832.6878","57163672480.4086","53786873977.4036","57930698051.7813","70485265201.6373","82088611901.1008","84250177302.592","95311322544.7941","115208025093.212","123482574987.483","95836316600.9041","108634391213.164","127837446735.552","122358090430.047","128305746903.515","131103364993.947","116589277667.658","122641675077.547","131691230205.818","135559219413.016","126789250308.744","133680313679.019","159622730787.398","148160843435.256","146417001266.947",
"Eswatini","SWZ","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","18129413.8214607","24923518.8135934","36447494.1053298","40520161.3858337","56302538.0361236","54956884.6819242","48411166.2313649","34408659.4710536","34488577.699509","40058329.6294132","49695546.3289034","49143531.5806692","70780748.1545228","78743122.7955634","89249521.6324083","84049066.5319546","97129073.1954939","132781495.360543","136083646.505004","162265062.265062","212978027.726916","166363291.634354","219255164.288022","273411642.489471","163019221.651656","267441479.71965","204741157.58062","82315255.5484762","155527581.818182","233416181.818182","327917046.820728","314837354.090248","270790440.723581","238484115.286327","363506582.043374","368675777.592692","411032710.010653","514158717.251841","403159346.963329","385023079.219689","394241742.902326","411055147.033502","392316864.27481","412711317.76317","294778281.679826","244903558.832076","314282759.613657","344155992.201802",
"Syrian Arab Republic","SYR","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","152128948.130976","168180398.93617","193804154.727794","243873993.535116","358573634.281976","285174693.106704","375565610.859729","538461538.461538","589027595.269382","1012373819.60274","1737487570.43421","2436863229.39179","2768660968.66097","2581615120.27491","2645350318.47134","3659872611.46497","3653714582.30118","3912662306.89034","4201785542.86263","4200720176.55941","3945127719.96216","2985394274.76854","2065000889.20505","1477682878.17968","1594716905.90958","2036467983.32422","2333000000","3071326566.64313","3557299025.39884","3032440000","3103872255.48902","3255009980.03992","3024591439.68872","3123961538.46154","2978798449.6124","3267573791.08227","4117182630.37606","4200264335.09557","5073785815.89108","5435643564.35644","6642471264.36782","7263323558.16227","8252623147.77733","8775002746.44865","9694497386.00714","12559888730.03","14609415017.7139","5523195076.21219","3088042770.89981","1770972031.57642","2134689050.59786","992768798.9343","1468506194.89621","1941315249.1648","1668588194.68469","766921165.220502","781578269.780133","1054991158.34265","",
"Turks and Caicos Islands","TCA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","18635981.6470078","16070443.2341485","31362567.1979107","53291486.6610093","61349806.7881626","75032514.014052","73685533.4360754","81360156.0879769","82968191.2447672","86764487.9268093","99279510.361562","100879252.833758","138687587.757723","207593562.560888","240535826.601391","252257672.002704","246809751.525877","260469112.428457","290774828.483798","625813500.616802","1192673102.51243","1333035079.20727","1005773196.91594","1369214717.98447","1634725098.52479","1849624019.80213","2214505409.20466","2733027547.99529","3586841205.93137","3442373687.47257","3846282507.61231","3702469007.14385","4624597876.85582","3045848054.24469","2387478216.01387","2053843342.0433","2345334966.56126","2422919468.14797","2202558069.49302","2235053272.75177","1856300699.20147","3386670732.09635",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","22283460121.943","11294624130.3424","9027908209.74425","11203716797.3336","14805604108.7173","17650027169.8633","20373073181.8268","16699142318.2319","16028856771.5253","21342969854.8929","28220359230.6135","31398825031.831","35825414529.1432","44030057405.8224","52153920453.6273","64193164794.6623","63515466833.9545","71994423240.3684","69895434903.4005","80043621788.5787","93565890838.9226","98102230932.8343","106188929888.684","116719789760.909","126952078183.056","143396204583.216","141883009075.963","132813087540.263","157978580845.1","163510079177.154","179025557428.054","204520829057.738","245040717175.322","299771235231.447","351505143036.041","427469813383.102","487124955745.74","482027382317.865","432995209759.911","454076103448.633","508674890722.2","559749528661.85","639830456956.848","778339246411.974","942286911953.524","1102240900597.17","1307332337493.7","1637054611828.15","2148541518853.81","2606003221928.99","3170848983893.7","3889105654519.82","4414829189308.25","4911836960050.11","5250595740787.49","5305796924672.75","5354233793884.31","5892490539299.78","6745874882253.09","6956086455837.8","7012185794054.43","8312310984296.76","8370194410034.86","8269565399047",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","290630868663.898","241230078792.86","232689828132.668","208095194477.41","184486619246.794","193121257715.887","197773939120.154","206056236360.972","196769081592.962","160377083183.942","185195296690.103","179534704847.178","197861318786.781","253553463994.827","350804755197.141","444653866762.162","568487235425.733","787553230419.334","990550493823.677","717781673421.103","831599510066.688","1027436681806.49","1070865170225.44","1145068924101.14","1078639596658.07","850959600062.568","816890802978.504","908562943677.49","917607012001.193","925411488927.479","878130730632.455","978157901543.233","1128165800367.1","1305899238606.57",
"Togo","TGO","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","554018784.330552","356612822.594372","273627866.907937","241679167.190329","180016803.236044","288561445.181939","410236498.73148","428072460.834233","419115217.22747","313422147.211913","209282400.833265","217914969.959137","230769638.006279","233352841.443078","135646599.069832","205896124.973456","220004414.210289","199225107.360953","304462398.473163","198912105.453326","279030061.359055","291169168.387864","344804294.902107","432178663.438316","432955317.548574","466792077.795834","538085323.054358","598983673.983453","766811873.230299","814704956.654263","849281500.560328","1170890271.20049","1058346200.37564","1201449973.77038","1491571943.04336","1444792643.6327","1356720185.64995","1083876145.41638","1252307922.71971","1242748444.46387","1578547761.94567","1657113017.2375","1749840520.71681","2105215434.82839",
"Thailand","THA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","356674563.707459","394853559.902823","483381226.05364","580172827.652424","698028846.153846","768557692.307692","979038461.538461","1198413461.53846","1321009615.38462","1479519230.76923","1682451923.07692","1720528846.15385","1857257025.93972","2436949774.54176","3191689386.79721","3404440070.93679","3890519572.37667","5128503517.84988","6060600696.21008","6996397853.44349","8985340309.38029","9753285027.25632","9857689413.39252","11397246866.0593","11954591512.1508","10567406536.2104","11110471878.2163","13966949782.5975","18918965292.7084","25012639071.6132","34463477735.9111","40896672172.1909","43751078734.7213","50350102140.1948","58673113968.5674","69948211483.6355","76243229653.3086","51979614807.0608","25181175920.2331","25853199701.1873","27269031013.1409","27043092912.9747","29427457111.7565","35073121200.5645","42989114403.0014","52465096457.918","59534634182.1652","66935334744.3192","77064143238.1618","65100382450.1672","81840249412.1561","95806099312.23","107315514170.855","106695551681.091","100455473400.987","98431904234.6677","98024151653.1595","105456597857.896","115470161056.75","122791593013.645","116169361135.716","118935920785.545","115788445412.904","118269457130.987",
"Tajikistan","TJK","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184606427.573358","320313441.832429","262315618.603995","138782064.2978","162917168.297077","177226718.171576","180661048.059771","63865141.4810355","97083204.0576817","76877632.1544586","125009513.723771","215451363.874462","257109826.292841","438181086.148227","863882261.727945","1265446807.89046","1309264374.89681","1381741401.568","1865045270.4372","1658143558.02426","2043623811.01008","2386094203.88625","3202421761.5859","2801800738.28994","2354807899.46644","2747918664.8071","2615492142.11793","2242833761.32127","2857434664.00209","3396758702.12105","",
"Turkmenistan","TKM","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1107335185.68345","","","982231430.325353","947718869.133412","1185453570.51093","972160956.422604","1009040993.95877","1120970501.24068","1229721019.61902","1519389829.14411","1576487447.89254","1857381488.20327","2004152563.51039","2355534709.19325","6109072847.68212","9419903859.64912","11716329122.807","15181409122.807","16597507368.4211","","","16925971428.5714","16987457142.8571","15489057142.8571","11523857142.8571","10227228571.4286","10242800000","9049457142.85714","10331485714.2857","11106285714.2857",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","32294233101.1524","35997664018.3549","41115436938.9823","54335551998.3685","74104210426.3016","87191750420.2516","95757581029.2419","104591209717.004","130098256294.728","141771741561.626","168690858420.393","199275318605.3","168563438608.594","124635172353.617","124906215225.055","121694221012.857","131669839322.748","152588344340.497","174348957454.168","200634639010.583","205201838243.328","195794150884.665","229161557085.141","291059750273.911","357917985332.019","355808808062.672","378028342813.596","441182534619.978","453570722793.033","380343312729.936","424027036502.886","403303526262.531","357624362346.288","358538313785.068","426209489612.177","524914233296.615","637234155230.926","790146584358.836","956346818787.364","860295337133.416","1083718532285.64","1255288363008.99","1285376391487.61","1314550846974.99","1308326498800.42","1054865874254.95","963161121252.896","1039609042409.9","1042810120610.81","1016010551279.31","831999822416.444","1054322790314.75","1224365700993.71","1370222645223.39",
"Timor-Leste","TLS","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139320900","152318400","128426700","106297800","73395800","72287400","54293800","100480200","202253400","354176500","376459500","730906200","668489100","561732300","594584400","566596300","627536800","522135500","512244700","465077600","296303200","514142500","316282600","360971100",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","7713807395.90251","8907052320.62688","9989104860.99942","12689987435.4785","17778312794.7284","25201766576.6717","42401401898.0639","59233136879.4858","70131290016.5016","73580104368.2481","69741440877.6746","85708948202.4723","94083344699.1938","104310729305.417","126262992384.475","126021874956.048","121784017152.711","128280187144.13","94572172185.8376","88074480371.1423","95354307637.3038","102429902877.754","89024605995.9021","88198304847.9","69871168160.6579","73743556381.5526","78656938059.3645","95186595997.1612","97598449919.2859","96680687968.9434","98064896836.8785","96949708157.9028","110660373634.42","107733416349.126","120121713706.114","141324871679.812","164221008252.213","194691337866.81","243759185403.144","329587680503.147","319528061162.47","354858581070.393","412138884681.675","426871009571.482","387763560137.422","392249372477.271","341752189039.487","324872669754.399","325480375227.618","326578320559.443","331532150967.303","266922279453.555","313708378545.811","332269888996.26","336229771096.352",
"Tonga","TON","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","7405812.27909412","5942808.26102896","6546019.07296518","10259127.8470871","12560250.3912363","15465725.3473013","17618938.1751322","18195557.3587585","16370270.2702703","15125054.8486178","13970249.3190865","15350935.828877","18353171.8246744","22220798.0859609","21488279.6980532","20453773.730514","20300786.6728367","21700690.37191","21896676.300578","40944964.1478136","53022763.6838466","56140607.1004488","40697601.3310234","38115855.5316224","38953316.6237176","40408721.1997264","41990214.5256368","43734977.1238985","40702272.285511","45458248.4521142","56693757.3500133","59972025.6007626","60374449.8144783","68948174.819365","75935566.4415491","105152533.816425","115636948.667189","164838232.157075","100310052.64078","93082580.2463377","98558782.7565248","99819372.5489596","118926566.151317","106937757.620045","127084904.867675","115806259.272756","177334518.40786","140942366.254203","",
"South Asia (IDA & IBRD)","TSA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","6555391468.87637","7628062359.15967","8332543071.18618","9784554708.83789","11488195163.8951","12854057744.4462","9933156587.12675","10528640115.1454","11095970034.4148","12100385628.4472","12679468719.2302","14308303165.1879","15098140297.5145","16183667753.7247","19844081850.4661","21565510532.0766","23980833524.8407","28581766241.8981","33036861126.4607","38575697934.8422","45921055095.7027","49483589957.0197","53731203635.0182","55999919337.6919","55839027969.0517","62838335971.6725","69676424663.5099","81891246887.845","84748040755.8886","88618411577.4021","100554908456.216","84320975657.6842","92025718637.3557","87439502963.5548","98330936688.0067","115214821284.035","124288191369.027","134080798675.704","135946656694.708","155718888755.774","158632831230.28","181315846728.321","181228637428.212","212677107588.745","265211998387.583","323060974695.671","379437878649.757","508049732672.652","498225593847.554","537888161769.046","646535663069.311","727288144928.434","718826181748.132","693460392863.056","736002291444.557","742195490497.188","814611245196.874","936924975105.37","1004830730518.44","1012811559480","928631021920.819","1155419299748.5","1273104424586.87","1315583172838.22",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","58084526489.4285","66201933415.9462","72030235531.0177","75965040999.3066","87224767699.1485","88135646592.6263","81078808151.2231","78228926050.1364","79876660319.5734","88800360623.3914","93999094654.9683","94143685899.3713","95047044095.378","87543920183.5616","91687903486.7558","86997991392.8352","88233591838.7523","117289916404.639","147969360908.238","175700847188.935","204984205494.826","257161912594.311","304416596720.192","310448087642.833","333660596458.207","375476702278.01","384966517771.261","413355567763.01","436619042400.551","388048074316.661","358660098662.47","383369389727.368","402021333912.145","410224538620.65","376608782937.143","427992737681.046","468616604237.871","483414042106.055",
"Trinidad and Tobago","TTO","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1268898029.57143","2329006033.32116","1970831293.57018","2740766628.01226","2124847912.17388","1748043275.4171","2874750324.76791","5736597563.28814","6422875308.0727","6024930049.47913","5127811634.77483","5568005434.60199","5313761362.87108","5818186395.64687","5357360001.68511","6793271847.86628","4524566953.17281","4926598662.88567","5454877930.08486","4901235163.76983","4401492093.15939","4853462320.94849","","",
"Tunisia","TUN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","276000000","249142857.142857","256571428.571429","260952380.952381","279047619.047619","295238095.238095","335043611.127579","442271051.36842","559777606.998169","735381711.217206","1113688172.28358","1313042971.25532","1566433566.43357","1852603857.54894","2194547091.73305","2474685107.43393","2612372520.2712","2767963405.32295","2659528232.81038","2651792598.92409","2366458317.35563","2253444143.72775","2096874238.22982","2074366638.53281","2272150305.32349","2994090909.09091","3143804347.82609","4215808320.13279","4106931860.97623","4229828560.80842","4357301469.81072","4543110391.53161","4910987170.72306","5240158949.70252","5587810069.75911","5404167119.60388","5588188888.26333","5730752539.33052","6287050101.74953","6900624424.41269","6922361308.83059","7763490543.00257","8967361190.23723","10599752301.277","10574290422.3214","12017191840.1565","11121707606.9252","11286718479.8949","11348603829.2367","10827867524.7029","9605199770.59836","9092783956.29862","8447461690.27765","8367628596.37451","8144333164.1922","6734917816.29508","7446500531.22832","7864665528.68047","7708970356.30371",
"Turkiye","TUR","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","2077777777.77778","2322222222.22222","2363636363.63636","2033333333.33333","3228571428.57143","4078571428.57143","5235714285.71429","7421428571.42857","9250000000","11277777777.7778","11220833333.3333","13958064516.129","10943421052.6316","10770270270.2703","9730674846.62577","9118666666.66667","8628337874.6594","10261685823.7548","12967851851.8519","21576546091.0152","23725527426.1603","24428275212.0641","34454618627.8268","35779482262.7037","36588387660.0698","46050659990.8967","31956023506.3663","40358272439.7426","45530414593.6982","50165424554.7032","64713847977.1713","50972259857.7306","60924544199.7124","36215311262.8387","46787775821.277","65052513150.5745","102944718025.558","133719528901.452","158604344070.123","190004409750.017","205336462925.713","144333146726.367","191409450583.525","232712990617.658","238264459206.871","271502355329.011","269903623051.328","255444198971.4","253149322596.506","256469439710.668","231876264950.698","197691237577.371","198253210432.033","230976190532.685","264542259774.994","356237769256.997",
"Tuvalu","TUV","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
