"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Ecuador","ECU","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","248314810.056979","213494566.302892","165625915.813675","200306723.920758","241254837.066955","201870696.063414","222400529.8538","275923167.197087","309063041.196733","366029328.048135","359157036.22035","410160466.863628","502622756.300268","746593618.343186","753153760.651352","1152274939.69611","1382933425.11063","1770426034.07032","2111744525.62778","2338217005.94585","2780661937.06786","3421793038.86562","3299688550.81584","2169011956.72727","2172572662.30524","2324055222.45155","2345072289.62673","2388107903.68587","2043845001.75584","2209955568.71742","2192417167.82339","2405218609.30465","2445138569.28464","2711468734.36718","3170197098.54927","3322009004.50225","3318361180.59029","3766964482.24112","4165219609.8049","2512460230.11506","2632826413.2066","3537750000","4523192000","4779965000","5550229000","6563549000","7574310000","8208248000","10660480000","10901921000","13434516000","16540608000","19424182000","23104787000","24122133000","21912497000","20232475000","22420006000","22558138000","22223842000","17251416000","20493163000","23466912000","23356463000",
"Egypt, Arab Rep.","EGY","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","484720375.200374","637487697.242198","610646997.925717","678499371.131347","841799219.776519","782874617.737003","814590977.768185","793454223.794781","682710280.373832","806779661.016949","881185631.750816","906656465.187452","943640124.09514","1171045982.81961","1413047995.0135","2773564226.21657","2880039721.94638","3224522013.68181","3999090357.7926","5295714285.71429","5335707525","7105405405.40541","7573891748.76847","9750756693.83003","9949688239.08837","11242906501.937","12274087932.6473","11565750196.3865","11937705848.9495","12390437835.6051","11732705248.9906","10119408441.3426","9750338518.94201","9823589435.77431","11866785290.6287","13571571807.7263","16181692216.9811","20200825958.7021","18107615112.1606","18880536714.8334","18919360046.969","17137951482.4798","15168539325.8427","13096153846.1538","12922077922.0779","16056572379.3677","20121739130.4348","27197898423.8179","36272727272.7273","35771324863.8839","42068965517.2414","39432013769.3632","41016666666.6667","37457364341.0853","38034433285.5093","44973045822.1024","48098159509.2025","36569293478.2609","43308947664.6033","57910022779.0433","54254522769.8066","56246016571.0644","72498480243.1611","45606704090.9944",
"Euro area","EMU","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","176283116038.765","201381680415.894","241557552215.08","311743384113.131","343993147464.245","382041158325.263","388626285343.273","441026367001.661","536878719997.54","654429694468.489","754853299989.055","636861114033.035","589458688039.94","559670319690.325","520808036575.332","530787586292.276","740909900997.07","931590911880.007","1057406933650.84","1108075989401.37","1417289651017.56","1458300751897.27","1566584551311.77","1350632142536.34","1415527406882.78","1630160476681.5","1634976665774.27","1487921799483.61","1559497522792.05","1590943138044.48","1481004821791.41","1474250067979.38","1559217472757.25","1910833731645.4","2204151333308.91","2320539944743.78","2541913902648.35","2987600252350.13","3238733840280.97","2723745943968.66","2606187292958.69","2820060047675.98","2546743533439.49","2581063197661.39","2637357296915.45","2328236630310.92","2423782890015.66","2610722718492.24","2873420473676.21","2978897527687.69","2894004695349.35","3234074539403.49","3178334055978.15","3454619166728.76",
"Eritrea","ERI","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37265725.5689132","79515030.9798822","133652597.402597","130265625","191341419.289883","214739093.598522","240705996.932869","313555620.619743","155378670.12987","265290935.405181","215506769.715337","230998355.585874","224726745.240254","223413426.816399","165700468.292683","167034491.056911","175470861.788618","172000487.804878","196867869.918699","260733665.04065","","","","","","","","","","","","",
"Spain","ESP","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","11015612075.1129","11455386826.3473","15214452498.0585","21433106796.1165","28056394577.4445","31269568115.942","30449609549.8632","32669270536.6922","37509789496.5278","47732131879.0283","52952065444.4187","45891376824.6531","43902117219.4457","37245640371.2297","34365695508.1764","37073186888.454","52904139242.0102","71024328257.6472","90663175260.677","105698997891.778","138081650342.801","144294951160.929","145199969120.754","111093206955.158","111454606881.133","134483586869.496","139343228687.771","130560227272.727","144061699521.105","156953700149.421","155343318232.157","162604227616.929","185581136085.883","246275109419.999","297683238995.368","335181557092.607","379128064764.705","441189772296.472","455766529189.062","346642485743.75","312361383850.001","299700493550.584","249037012212.891","239722649842.354","248857423919.215","220715399332.031","226125916212.841","249893384003.53","281660012497.255","284980148062.745","265900969771.207","295164671782.941","295255883256.81","319318088521.574",
"Estonia","EST","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","977594601.746494","1115390856.91668","1193494885.9166","1293667577.05814","1473967538.32281","1778075425.52008","1491327725.72402","1517588685.15618","1715705845.49279","2251779222.00245","3234679313.4598","3852865838.50932","4635876134.8091","6264466189.93853","8169779633.17821","7577714955.32445","4452427063.07308","4145657807.19522","6141896764.90274","6608816740.52578","7007373898.73257","6856660905.00154","5606905640.56718","5881114601.41052","6978327566.07766","8297743034.14431","8483306188.92548","9920241622.31131","10682755307.8642","9895087363.56035","11531446619.3845",
"Ethiopia","ETH","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10259286600.4963","16067394957.9832","16239065525.0925","21129157230.3305","26269302133.8699","27748923237.6367","31435988584.4686","29265695241.8138","33822606565.6134","32920623983.1563","31181473945.4996","32127031992.4354","36294219987.4943",
"European Union","EUU","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","198713382885.937","225902581663.444","271235675202.079","348866993144.666","384497721101.638","428715688806.159","439464207469.528","496105967222.274","598391395990.489","727792607764.856","836318793697.679","705273707908.603","652403072496.983","619075094371.715","580863262067.418","595637906232.638","828293093662.086","1041937691506.49","1178423728559.26","1238256273352.35","1572945679391.87","1600014040137.52","1708240553205.51","1463661893763.48","1540740215980.61","1784977593886.32","1804494415146.52","1652450732138.08","1737880678134.17","1768357874886.01","1655277747999.81","1648258672738.37","1745175108042.71","2133277357529.61","2467525764823.54","2616416835341.83","2887817424036.58","3439433400445.26","3771211918056.1","3125506927765.06","3004034293399.57","3269778288102.75","2965184289308.32","3010751369788.69","3089439993003.43","2732993203406.19","2824630476747.37","3048342018701.6","3363884771671.08","3476290128827.65","3396103014480.27","3811877790641.13","3755064351684.87","4099935491545.42",
"Fragile and conflict affected situations","FCS","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","3170125990.93998","3661152315.99886","4376139948.3797","5968201338.10487","7898120371.82921","9866442540.81138","9525688567.47192","9779991146.52501","9386916967.50903","11212417951.4578","14655722027.4147","14225682006.0623","14475144936.4747","14167378309.1375","13921646220.8152","14892555640.8289","19216514191.8836","24655755444.3392","30726368159.204","36366911459.055","41977919452.6512","33061314512.5717","25011945845.5004","17084417612.1578","19268070574.8435","25870098039.2157","27090344292.001","27110296644.1416","29769692923.8985","30358642117.7607","29056850792.1569","29631007289.7638","30330222818.8236","37391637923.1372","43954532259.4596","46955699150.1945","49417858496.4705","62031947489.0198","69982957469.5312","58190322640.625","56922296516.6668","63027733852.1402","60022757172.6563","60354996174.1178","59390627562.7449","49953598874.6094","55044077995.3309","60134058704.706","67353378557.647","65207151247.0587","66571758014.008","71818357108.526","69868724091.44","68436735237.2561",
"Fiji","FJI","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","295937335.949582","332367305.268848","285055667.387707","231106006.764862","203002433.038333","203438823.843531","196349014.799632","179954890.34922","128357292.880026","132945462.010216","167684123.524216","194820874.543732","183544212.839598","260296476.463816","246754136.429608","279619549.566141","373987956.958598","406607927.684555","430566176.955402","477866903.598401","305315168.24241","319527515.337545","414123005.167132","618235986.681915","740783092.902481","559123938.674643","551056146.025878","491126746.568962","734961034.071657","458004192.872117","500471772.610918","683203490.56667","592882479.567214","1088269416.34351","935118735.245294","927686499.122066","955155040.886238","1028813199.45406","1049106131.37706","990035441.340326","815398122.447532","835324308.006016","882304899.701041","",
"France","FRA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","14016612443.2904","16075609585.5349","17868368734.3616","20767805764.0342","23854954237.475","26130081082.6362","28669650929.953","31527805817.8702","34045686962.4734","36885422348.4359","38188450454.7065","43139293240.2036","53265115734.7204","70327190630.5245","77886290234.5881","92492264035.4903","93915327779.2953","99731445573.6828","120608430232.558","145578014184.397","172136137845.39","147770549185.275","136549056792.095","122943196488.51","112761615251.82","116479851073.149","162738138081.258","202878969769.726","228818412069.155","235511412708.205","294049030237.321","291503546099.291","304726517967.782","268999420894.139","279035916824.197","315006308319.096","311164892934.992","274836929647.112","289569935512.564","299980899454.441","284187822987.922","285864524843.622","303505053752.353","376175419650.548","439623315269.847","465946517122.49","507560380546.235","599835076685.845","671204113931.484","579153412861.523","568467571810.001","622858356218.873","581030002433.672","598967423258.668","599668913479.567","502171414715.195","516840403892.102","554546820387.177","608480670213.019","610343995697.254","594094802493.076","696614409146.5","661337501207.396","704762133096.679",
"Faroe Islands","FRO","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","37800000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","98406987.3273544","116939295.162416","204342677.082779","234645797.055122","649343451.868578","1204780486.8489","1822553252.39043","1375775116.48328","992662011.968136","954768852.764226","1141615429.85075","1277364089.31652","1170093376.15983","1231807497.00821","1114755850.86966","1365124772.1482","1569132936.29554","906711644.289057","1454767809.10347","1089626825.03755","1276698329.42187","1411167157.55444","1233887858.50605","1002245291.821","883097744.187668","1124515176.37361","1335933387.70769","1606046254.38527","1722174698.94043","1220238888.44405","1112730391.08655","1142551387.03721","1339541994.92293","1474217614.4786","1670287266.5175","2010612015.65048","2392865013.08201","2945072499.05031","3896867354.77228","3576996653.00231","4514026925.80133","5222755777.32931","4762620064.85952","5269112582.68137","6497930815.52835","4204319943.61519","3783962679.80012","3179453437.6807","3248348922.94875","3695291725.63957","3047500340.85182","3394414937.98326","3276011723.61504","3504654953.202",
"United Kingdom","GBR","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","30816748260.1392","35035969822.3412","39468663836.1638","47764220970.1127","54270612435.7176","61902681415.9292","58771002695.4178","63080727367.8702","79218508149.5686","104132456586.192","129284039042.528","112141981511.254","106822651991.614","100737961194.482","100577646980.58","106704399383.984","130103566402.814","167487826442.229","222254443258.627","236831016034.031","258225939275.568","237503707231.041","228916879606.88","196753002399.52","216290766758.494","243145021303.456","264248049921.997","268035363457.76","290142431268.632","295264520304.158","296621274020.275","292726356700.734","316399880095.923","359745306122.449","423227755400.952","447372727272.727","482868445262.19","560836334533.813","517007352941.176","389574700109.051","399101117444.404","418527333963.147","426538637340.957","444679584696.681","507893619709.663","508708731047.372","481481780121.224","489074297719.76","516720235053.583","518763848042.668","472234871664.571","556954372450.993","556008931325.568","593899183744.221",
"Georgia","GEO","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1809150435.82615","1225165562.91391","603512243.383626","82648712.4954903","66531341.6947739","108635584.465711","574589018.048308","647991830.44316","923371925.944207","733819078.822257","778047457.627119","876817797.442086","831445637.446343","1091743760.63198","1443395242.07012","1845504571.97236","2030292631.06222","2683520783.09863","2819843412.09236","1691841959.85961","2316372727.56856","3068890983.96378","3646507692.92261","3229887095.31969","3852366669.36631","3641552617.45475","4015959691.13437","4140597766.44503","4438533793.64766","4226638691.82747","3559666044.9561","3913547145.20786","4934491667.23819","6604944686.3108",
"Ghana","GHA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","153343596.494155","156885601.661369","196107002.076711","265724987.813944","300688307.044407","183090429.952524","230166664.170768","344720496.89441","326595744.680851","","","","","","","","","302364644.487932","429241071.428571","533165096.45581","525768707.482993","584201938.291139","690943116.546229","847219156.242335","1044849441.01406","817154629.735607","1419740716.19059","1229491043.02695","1365978951.58197","1407304322.3049","1642610207.23061","1673256447.74751","1579699823.35932","1150945369.86231","1441548781.59443","1157700301.73507","1750712304.6181","2520324960.11651","3116154832.75133","4691991974.70897","3819573159.0285","4729793542.56254","4032036980.228","3787761882.48392","4711329223.18126","6648833641.02699","15102411941.3531","14475331141.089","13345860489.3823","13943600148.0376","11408519691.7251","14266760000.6543","12326935252.9734","12370134699.6662","13323243657.0956","11375968775.6878","8165521067.82253",
"Gibraltar","GIB","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","297840920.970753","332015802.895641","407400290.128602","417894372.628836","493754117.397751","510308251.21497","540686562.377841","535641211.976553","583123862.767038","749414545.725967","739328672.821333","742867296.981582","641560932.196315","654539471.744907","586901164.833558","438546733.01893","421850405.428061","682854884.772457","717874043.600935","544962122.980423","842010351.211459","1549746633.29349","1573171701.77383","1406224642.98675","1311560977.03944","1601440884.62914","1918507346.26038","1962589159.02703","1993711625.28005","2107897532.6003","4505855241.20921","2660235869.99125","2308256661.72965","2392727329.42071","2335255496.10011","2564212410.83088","3029872209.74982","4871709900.90874",
"Gambia, The","GMB","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","55422401.1014134","48525667.0641316","40305846.9060004","32477152.9925018","34053490.1745665","30816013.525544","37784123.0351691","43616808.3020406","57861844.4605934","70846626.0658724","140393714.014236","177058842.375233","39849221.3272179","34976926.499287","54263099.3586201","57503853.4075085","41589387.7031621","41042910.4302318","38740512.1432982","35720425.0202833","76802605.0352779","42085860.278419","48893258.4025493","137728557.060598","142150076.955964","165397473.252517","160814150.583878","164335908.545062","186943871.538146","214158569.587827","181796458.566971","295412925.606134","202373240.451313","204737492.632323","280456377.101434","369956081.416329","345523099.45723","348809847.760356","447124489.145669","586093300.681959","611715957.24876","631075477.212062","653835083.707636",
"Guinea-Bissau","GNB","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","43622808.5459058","","","","67289410.4308984","81062044.618728","103557124.242424","121596348.789626","96364215.8974262","135801043.268477","131260187.330035","80499845.2919924","159131824.084479","191104469.257709","215988094.605845","189785732.254172","207154947.118571","284722503.552827","190013974.296321","133346016.902238","147230538.078997","162048056.537973","376006386.026368","180358118.593677","126656058.941779","78048458.3320866","77438929.8902393","109591313.01096","152407491.45867","121294706.276751","116024223.972337","126704805.875478","181874271.339989","164152206.882869","162521151.183524","182066447.245906","181946632.773843","201590414.494081","195852698.19926","209296478.49481","186621814.780126","223752520.46844","264281780.931678","293806829.352398","381583542.618954","387849944.336294","358416601.570328","348850686.652487","397415136.511506",
"Equatorial Guinea","GNQ","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3188735693.96898","2737502584.19503","3947312853.71739","5567502215.80674","8056811474.62347","6904542478.30384","8150082118.22351","10423911337.2832","6621993297.97425","6219931965.36444","3234530044.76918","1860402554.57249","1702827014.41084","1660719924.87168","1294713673.52503","747497326.659289","984222293.022834","1036774256.11694","1148736810.56465",
"Greece","GRC","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","1009176516.66581","1140785519.56519","1313000562.45467","1294247954.8956","1597504084.04124","1913152154.34189","2226119658.08656","2299312755.06452","2849249157.35839","3440552607.94428","3759795454.54545","4361863636.36364","5804306818.18182","7756559263.52129","6755397727.27273","7568820403.82572","8451940298.50746","11162497687.3265","15209239332.0965","19987552897.8841","18049488409.2726","15166174661.7466","14323831632.6531","13891091331.2693","10914851874.2443","11675948679.9901","14312422103.2132","15764818822.3452","18249017535.4312","19836208560.6379","25135922184.0069","26361112357.45","27509508401.8591","24499351961.9501","24160712078.6517","28299710251.5076","31505158550.3964","29959509546.9861","34224112763.7496","34812213884.0429","32618860490.3812","33802544219.465","35874378767.4259","48992385670.6677","58850462769.0453","51751083671.8568","64729874849.0223","80224909152.7603","81743506477.1","66798783059.7601","49857617360.1168","39271259997.7335","29328572507.5055","27289676738.0114","26277115804.3536","21715847852.675","21952203262.0355","24144487127.9495","24169007568.3412","22742389982.1255","23537390555.7915","30107470683.8367","32689259190.076","36927629973.434",
"Grenada","GRD","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","301715036.553879","297376573.115562","446880143.273786","465815270.050437","686150837.454151","1007094560.73216","814961460.524949","1310491058.52962","1718289228.40339","983120171.753841","808039154.519906","642248765.115234","600528515.034468","663159092.522889","673416940.120035","664363123.095788","937244122.338779","979738777.087417","1078698601.40895","","",
"Guatemala","GTM","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","102100000","108900000","106500000","125000000","159300000","174900000","167300000","191700000","220900000","231000000","238600000","263600000","272500000","356600000","467900000","570800000","900200000","1038600000","1217700000","1286000000","1294000000","1443000100","1308999900","950000000","912400000","1065130434.78261","727488584.474886","875320000","1048549618.32061","1155859375","993143187.840271","1145384260.51129","1633263258.05559","1833865200.87526","1846899021.61305","2127193353.52631","2089446053.32283","2688527301.81242","3228631896.65958","3277498977.69894","3110457959.18904","3423727415.3274","4011111817.12415","4091219773.5773","4394869361.2883","4979003029.10265","6078783068.65084","6681977672.19962","7018013570.84921","5709111768.5294","6121352803.39935","7052924685.61097","7452442534.43976","7997464608.42779","8777199988.6708","9027290313.35179","9162741230.6181","9751667032.07525","10042976181.5308","11096833330.345","10649478867.8586","13946321984.3639","15974290677.991","16904206384.0654",
"Guam","GUM","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","46433217.2502902","45149887.1252822","33424916.4377089","23274941.8126455","30799923.0001925","41176470.5882353","50764705.8823529","61764705.8823529","48000000","49000000","56300000","51400000","51571428.5714286","73714285.7142857","90045454.5454545","145958333.333333","152400000","116000000","96800000","130000000","179600000","168214285.714286","120333333.333333","104666666.666667","120000000","135348837.209302","170465116.27907","98571428.5714286","74600000","71654415.4411765","109898739.240506","138587738.81932","193329055.155875","183584748.847926","147241722.342733","206558395.774648","224722649.57265","238884693.927711","207515291.757187","173674537.354352","169443794.332073","153616973.825864","151474640.862245","155687619.822892","185496259.596838","266716697.93621","","","","","","","","","","","","","","","","","","",
"High income","HIC","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","504642175857.172","575452836232.431","827080478850.864","1033474531400.75","1139525138175.13","1220019505771.71","1313612837022.75","1510335982199.22","1864963208501.78","2179679432196","2405118167118.91","2395791831349.32","2293900150390.88","2332035815387.31","2452034474412.42","2575280820114.32","3154997888833.37","3700379436522.53","4272566306233.72","4508667726765.33","4986720007194.04","5117419321949.16","5336310022584.63","5250115099285.04","5613019943089.43","6270973666539.49","6337533226905.03","6141428247936.77","6107455185654.11","6473427852930.23","6690559390847.94","6442930194687.85","6459160551128.98","7217718034985","8129499179015.42","8802346684509.15","9466074363600.83","10431836150741.3","11007634468393.8","9458632245151.74","9761473945222.53","10748933088534.2","10921593373663.1","11062670353949","11368603386550.5","10743525917680.1","10984469346901.4","11663524584310.3","12452077309417.3","12779612988805.1","12539180285208.7","13920305000496.2","14452716015831.4","15218204722608.2",
"Hong Kong SAR, China","HKG","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","321652622.591781","446750064.96158","633839414.974572","783436653.179405","831762652.705061","669618730.49633","521444106.133101","431381571.379271","498227648.680583","747454476.666721","1056551862.97371","1295419218.25669","1778684542.89323","2135709576.88664","2157576430.5443","2660862828.24988","3803946803.9468","4820581821.89297","6700625886.15233","9306717753.70306","10143249650.7186","9773774501.36468","7380284582.58427","7440521872.60169","7486955684.626","8832636003.10278","11946526464.2708","15117858057.9042","17801599683.6889","20166629224.3012","23421964809.1464","28323060420.6427","32499166514.0171","39865473097.5308","43700400461.0751","49528758688.2975","59064724570.8939","51004004605.0957","42776023203.3516","45502297666.0621","43703798685.6868","37835509725.2606","34947442771.3745","36897791474.0627","38850335969.927","43403739498.5191","43627458960.3402","45049893840.0246","43803270229.3031","49793240382.1413","58491007194.2446","66707475887.3846","66466735430.6343","68469218088.0705","69301125552.2946","68951141743.6954","73907637427.5009","78132168144.4154","66434470911.3177","58744779043.9849","62143119030.0068","57639249704.1085","63856402058.7048",
"Honduras","HND","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","42100000","38550000","53100000","60850000","61300000","66150000","79750000","106650000","113350000","122250000","134000000","126500000","122499448.752481","162499918.750041","216500000","238000000","275000000","355500000","687028355","792727727.5","820726591.5","711483160","502521452.5","517595203.5","714861790","763612638","656751739","900132196.5","1034815523.60515","868351557.586207","944780090.223735","957107246.976508","1071898161.11606","1380723147.28135","1458898939.20655","1409254327.4244","1355714070.94595","1541231353.61217","1644261477.10487","1857437581.88153","1852172667.93009","1831493216.47043","1690904783.56893","1886922062.83685","2401837479.69835","2430903177.09821","2983349005.73733","3979518499.50516","4663898046.09221","3210403755.471","3414308471.50849","4328529119.25068","4515596918.3043","4363238885.51605","4402830530.93706","4968650284.17408","4785373937.52","5444456195.58392","5956131869.13226","5674320284.86072","4269738349.15237","6379248067.64306","7068058914.29483","8327035990.72046",
"Heavily indebted poor countries (HIPC)","HPC","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24105756379.6855","25880044922.9391","21640403754.005","23986031097.2904","22928705261.5753","22763752694.6502","28167289709.3269","26475838528.8623","30365269018.8747","30158024862.4399","33626989672.1414","32158271486.3319","34993976676.4226","41647841757.8105","49974429528.1796","57567602924.9188","70524139160.1534","88668268364.3309","106308386018.719","103449084413.294","116988474723.587","131347534060.268","133613185348.328","161189871255.611","177558515404.819","171917201554.614","173227015233.007","182417120932.826","193040845768.532","202929130343.476","192967080347.311","215363855153.328","232995739190.335","253596573953.943",
"Croatia","HRV","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3250647043.56659","4390246103.42062","5191291611.61102","5376219987.18373","4993246449.28602","4407240560.80981","4707920864.79128","5920746929.16513","9010151954.09138","10640668695.8826","11335684640.592","13040492471.4225","15711442299.9174","19073761953.9287","15445190941.0572","12278528419.0487","12465309699.0358","11053237375.8722","11502781042.6918","11201771686.7558","9735266008.14151","10297593710.1516","10940088523.2679","12319379502.5628","13467828707.5598","12956291640.3485","14453292814.0334","15382001183.5715","18952856955.9468",
"Haiti","HTI","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","567051952.831376","509604052.059613","589304664.947556","845963287.240512","694425245.014905","690074416.907832","1096370750.76118","851311151.856994","1316343804.53843","1462025359.67394","2963430877.32334","2731413816.66103","2400327897.76893","2664693022.82203","2507849253.52541","2075046904.57021","1912328263.33759","2547302846.15983","2632999402.00668","2783420157.95948","3302892146.54237","3780055343.6173","3212646643.22497","2750071159.95605",
"Hungary","HUN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7902296728.44049","8360276686.54725","8230216894.25698","9437509458.08525","10109531987.3971","10673129520.6513","10995351979.6648","11762206176.5368","12308124369.059","12041830156.1561","13358156987.6522","16709147831.4285","20148751686.8645","25031142445.3675","26982671326.3938","27184181757.6881","33213938346.3544","36959659712.5266","29673631288.0637","26526880212.2364","27731680385.964","24667544285.0532","28217125997.4519","31041278007.4662","27753877547.3674","25072230839.3621","31696495809.547","39709351311.0092","44289964219.3628","41706607214.3637","49599863649.7338","49358166019.9278","55959634274.7094",
"IBRD only","IBD","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","76497234138.3992","57822535694.1452","55842367546.4691","59936246142.8665","72922861039.3191","83737425415.7144","87019448312.7277","83618525806.8604","87001848977.3248","104476045379.722","121036729898.107","134950859093.763","155987494965.447","199197894454.123","257620303413.382","323862887957.363","362864628102.469","410629799748.812","454887547976.129","494783169720.179","586815472550.462","652605298313.951","633749472610.395","619200406054.698","624232627360.19","641013257264.989","678233160363.029","686200720053.735","751471666753.183","813637306492.282","853023924006.498","796487879479.171","868359826367.995","940251532909.794","1055664604916.45","1162804232560.56","1271385440453.74","1351051165538.39","1305432671395.22","1233078652368.18","1349065303239.1","1407998686228.94","1457645888654.02","1700918873244.86","2105711880419.36","2538847338044.32","3059719591614.38","3939203387342.49","4891694119827.02","5010131389823.52","6041418655722.75","7259363175294.68","7862349502348.69","8381895389432.05","8680693229733.55","8203680333741.26","8136698738955.26","8953260430489.62","9867080036454.46","10061776299418.4","9739715294259.89","11618936585645.1","12111558708704.2","12386432726668.1",
"IDA & IBRD total","IBT","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","82097177735.599","62875582103.2376","60996354037.8411","65445010127.6571","79490492392.3264","91401297367.4705","94868524857.9322","91990980604.3277","95759890775.27","114401365912.748","132558207444.351","147737478974.521","169559406572.244","214745794022.586","277789213724.414","350033454591.864","393113464078.606","446030331287.784","495447658449.355","539805793267.39","641606069826.349","711887554082.25","692171135710.784","674755093374.497","678509125672.807","694718027877.197","736758844986.399","747780558204.813","814855601953.647","879890639432.593","925651380409.068","871055557635.379","945344311834.182","1019349204879.28","1139438018812.43","1251266162550.23","1368799154698.77","1450324991434.87","1405647735260.53","1330452595594.4","1460675027967.83","1520343845931.47","1572069303434.44","1834413303756.74","2264969308417.91","2724983826145.2","3282973414981.83","4213629506374.25","5222609050580.72","5345447683148.71","6427649137822.44","7704377502178.41","8329432239932.29","8897026080694.15","9232861358595.27","8751504378557.76","8712403903515.98","9578523867766.84","10551398844433","10768174979293.6","10420213850617.3","12394161561051.4","12943006506029.6","13223593438653.1",
